,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,score
287,0.6,0,0.1,20,1,100,1.0,10,0.5,0.9291518407754358
444,0.6,0,0.2,20,1,100,1.0,1,0.3,0.9290213330971893
1923,0.8,0,0.2,20,3,100,1.0,10,0.3,0.9288823005457406
3220,1.0,0,0.1,20,3,100,1.0,10,0.4,0.9288735014462445
1777,0.8,0,0.1,20,5,100,1.0,1,0.4,0.9287344494812405
1594,0.8,0,0.05,20,3,100,0.1,10,0.4,0.9285519052763938
305,0.6,0,0.1,20,3,100,1.0,10,0.5,0.9284297516213655
148,0.6,0,0.05,20,5,100,0.0,10,0.4,0.9283245961658391
3070,1.0,0,0.05,20,5,100,0.1,10,0.4,0.9282814205155183
118,0.6,0,0.05,20,1,100,0.1,10,0.4,0.9282242742493201
462,0.6,0,0.2,20,3,100,1.0,1,0.3,0.9282141600103435
3027,1.0,0,0.05,20,1,100,0.0,10,0.3,0.9281027435893241
1941,0.8,0,0.2,20,5,100,1.0,10,0.3,0.9278348495852622
283,0.6,0,0.1,20,1,100,1.0,1,0.4,0.9277215839735173
3238,1.0,0,0.1,20,5,100,1.0,10,0.4,0.9276384471073154
323,0.6,0,0.1,20,5,100,1.0,10,0.5,0.9273710447273281
136,0.6,0,0.05,20,3,100,0.1,10,0.4,0.927228447824284
480,0.6,0,0.2,20,5,100,1.0,1,0.3,0.9271940485262737
447,0.6,0,0.2,20,1,100,1.0,10,0.3,0.9265951193647183
301,0.6,0,0.1,20,3,100,1.0,1,0.4,0.9265905921050104
3198,1.0,0,0.1,20,1,100,1.0,1,0.3,0.9265194676844691
1612,0.8,0,0.05,20,5,100,0.1,10,0.4,0.9263354564910852
1744,0.8,0,0.1,20,1,100,1.0,10,0.4,0.926176566530381
1569,0.8,0,0.05,20,1,100,0.0,10,0.3,0.9261510196531242
3045,1.0,0,0.05,20,3,100,0.0,10,0.3,0.9259146075892914
319,0.6,0,0.1,20,5,100,1.0,1,0.4,0.9257882598757785
3216,1.0,0,0.1,20,3,100,1.0,1,0.3,0.9256695094643461
465,0.6,0,0.2,20,3,100,1.0,10,0.3,0.9254372054151527
1762,0.8,0,0.1,20,3,100,1.0,10,0.4,0.9253683113976552
154,0.6,0,0.05,20,5,100,0.1,10,0.4,0.9250293786085344
3033,1.0,0,0.05,20,1,100,0.1,10,0.3,0.9246679287380557
483,0.6,0,0.2,20,5,100,1.0,10,0.3,0.9246592183332369
111,0.6,0,0.05,20,1,100,0.0,10,0.3,0.9245440554535689
1780,0.8,0,0.1,20,5,100,1.0,10,0.4,0.9244155482996055
3234,1.0,0,0.1,20,5,100,1.0,1,0.3,0.9241208817245887
1587,0.8,0,0.05,20,3,100,0.0,10,0.3,0.9237142552106843
1740,0.8,0,0.1,20,1,100,1.0,1,0.3,0.9235495277586292
3063,1.0,0,0.05,20,5,100,0.0,10,0.3,0.9233150549558449
286,0.6,0,0.1,20,1,100,1.0,10,0.4,0.9231189157398431
3051,1.0,0,0.05,20,3,100,0.1,10,0.3,0.9230657235007834
1575,0.8,0,0.05,20,1,100,0.1,10,0.3,0.9223527556634197
1758,0.8,0,0.1,20,3,100,1.0,1,0.3,0.9222045913402888
129,0.6,0,0.05,20,3,100,0.0,10,0.3,0.9220945577704354
304,0.6,0,0.1,20,3,100,1.0,10,0.4,0.9220440444972098
3201,1.0,0,0.1,20,1,100,1.0,10,0.3,0.9219106197779544
1605,0.8,0,0.05,20,5,100,0.0,10,0.3,0.9213986630317068
322,0.6,0,0.1,20,5,100,1.0,10,0.4,0.9210478692766157
3038,1.0,0,0.05,20,1,100,1.0,1,0.5,0.9209849895204387
1776,0.8,0,0.1,20,5,100,1.0,1,0.3,0.9207981701739841
3219,1.0,0,0.1,20,3,100,1.0,10,0.3,0.9204855854684478
1593,0.8,0,0.05,20,3,100,0.1,10,0.3,0.9202047322425768
3056,1.0,0,0.05,20,3,100,1.0,1,0.5,0.920142277770727
3069,1.0,0,0.05,20,5,100,0.1,10,0.3,0.9200309426831714
117,0.6,0,0.05,20,1,100,0.1,10,0.3,0.9199767935846719
282,0.6,0,0.1,20,1,100,1.0,1,0.3,0.9195199471537865
147,0.6,0,0.05,20,5,100,0.0,10,0.3,0.9192093824697707
3237,1.0,0,0.1,20,5,100,1.0,10,0.3,0.9191012664788196
3074,1.0,0,0.05,20,5,100,1.0,1,0.5,0.9190402692801858
300,0.6,0,0.1,20,3,100,1.0,1,0.3,0.918419782434189
1580,0.8,0,0.05,20,1,100,1.0,1,0.5,0.9181404905914514
135,0.6,0,0.05,20,3,100,0.1,10,0.3,0.9180260002624758
1611,0.8,0,0.05,20,5,100,0.1,10,0.3,0.9178950743877238
1743,0.8,0,0.1,20,1,100,1.0,10,0.3,0.9178808241023516
1598,0.8,0,0.05,20,3,100,1.0,1,0.5,0.9172313451656147
318,0.6,0,0.1,20,5,100,1.0,1,0.3,0.9168240964352758
1761,0.8,0,0.1,20,3,100,1.0,10,0.3,0.9165913034245701
1616,0.8,0,0.05,20,5,100,1.0,1,0.5,0.9160250844955253
1779,0.8,0,0.1,20,5,100,1.0,10,0.3,0.9155838890895831
153,0.6,0,0.05,20,5,100,0.1,10,0.3,0.9153167645894664
122,0.6,0,0.05,20,1,100,1.0,1,0.5,0.9146459869954191
3037,1.0,0,0.05,20,1,100,1.0,1,0.4,0.9143501479446325
285,0.6,0,0.1,20,1,100,1.0,10,0.3,0.9137419990909874
140,0.6,0,0.05,20,3,100,1.0,1,0.5,0.9135277741486931
3041,1.0,0,0.05,20,1,100,1.0,10,0.5,0.9133740586327154
3055,1.0,0,0.05,20,3,100,1.0,1,0.4,0.9131826727034381
3059,1.0,0,0.05,20,3,100,1.0,10,0.5,0.9127099209005276
303,0.6,0,0.1,20,3,100,1.0,10,0.3,0.9124719671394621
158,0.6,0,0.05,20,5,100,1.0,1,0.5,0.912248265287235
3073,1.0,0,0.05,20,5,100,1.0,1,0.4,0.9114918467219848
3077,1.0,0,0.05,20,5,100,1.0,10,0.5,0.9109153885772961
321,0.6,0,0.1,20,5,100,1.0,10,0.3,0.9108357211551221
1579,0.8,0,0.05,20,1,100,1.0,1,0.4,0.9107907540004838
1597,0.8,0,0.05,20,3,100,1.0,1,0.4,0.9098698377368727
1583,0.8,0,0.05,20,1,100,1.0,10,0.5,0.9096278438238855
1601,0.8,0,0.05,20,3,100,1.0,10,0.5,0.9085363810740791
1615,0.8,0,0.05,20,5,100,1.0,1,0.4,0.9080189024201142
1619,0.8,0,0.05,20,5,100,1.0,10,0.5,0.9072219010087433
121,0.6,0,0.05,20,1,100,1.0,1,0.4,0.9068548605735437
139,0.6,0,0.05,20,3,100,1.0,1,0.4,0.9056037382696651
125,0.6,0,0.05,20,1,100,1.0,10,0.5,0.905602677553445
3040,1.0,0,0.05,20,1,100,1.0,10,0.4,0.9054590676699543
3036,1.0,0,0.05,20,1,100,1.0,1,0.3,0.9050148710500266
143,0.6,0,0.05,20,3,100,1.0,10,0.5,0.9046342804492596
3058,1.0,0,0.05,20,3,100,1.0,10,0.4,0.9045684720276272
157,0.6,0,0.05,20,5,100,1.0,1,0.4,0.9039235829341875
161,0.6,0,0.05,20,5,100,1.0,10,0.5,0.9033711854511381
3054,1.0,0,0.05,20,3,100,1.0,1,0.3,0.9031309905246763
3076,1.0,0,0.05,20,5,100,1.0,10,0.4,0.9025509904124815
3072,1.0,0,0.05,20,5,100,1.0,1,0.3,0.9012109263577827
1582,0.8,0,0.05,20,1,100,1.0,10,0.4,0.9011238952850531
1578,0.8,0,0.05,20,1,100,1.0,1,0.3,0.9000802299961338
1600,0.8,0,0.05,20,3,100,1.0,10,0.4,0.8996933549278217
1596,0.8,0,0.05,20,3,100,1.0,1,0.3,0.8985691533761664
1618,0.8,0,0.05,20,5,100,1.0,10,0.4,0.8982280980632437
124,0.6,0,0.05,20,1,100,1.0,10,0.4,0.8966315486738266
1614,0.8,0,0.05,20,5,100,1.0,1,0.3,0.8962692523213555
120,0.6,0,0.05,20,1,100,1.0,1,0.3,0.8950970310955384
142,0.6,0,0.05,20,3,100,1.0,10,0.4,0.8948872144283173
3039,1.0,0,0.05,20,1,100,1.0,10,0.3,0.8934945362529882
160,0.6,0,0.05,20,5,100,1.0,10,0.4,0.8933664317453086
138,0.6,0,0.05,20,3,100,1.0,1,0.3,0.8930935003578547
3057,1.0,0,0.05,20,3,100,1.0,10,0.3,0.8915640075890978
156,0.6,0,0.05,20,5,100,1.0,1,0.3,0.8914832373615498
3075,1.0,0,0.05,20,5,100,1.0,10,0.3,0.8897496016787034
1581,0.8,0,0.05,20,1,100,1.0,10,0.3,0.8878458537488634
1599,0.8,0,0.05,20,3,100,1.0,10,0.3,0.8859843781640292
1617,0.8,0,0.05,20,5,100,1.0,10,0.3,0.8837298546706978
123,0.6,0,0.05,20,1,100,1.0,10,0.3,0.8817222005486374
141,0.6,0,0.05,20,3,100,1.0,10,0.3,0.8797947767896768
159,0.6,0,0.05,20,5,100,1.0,10,0.3,0.8775847839329532
3295,1.0,0,0.2,10,1,100,0.0,1,0.4,0.8331229428533952
3301,1.0,0,0.2,10,1,100,0.1,1,0.4,0.8327114768893065
3296,1.0,0,0.2,10,1,100,0.0,1,0.5,0.8324160782632315
3332,1.0,0,0.2,10,5,100,0.0,1,0.5,0.8315526065681471
3320,1.0,0,0.2,10,3,100,0.1,1,0.5,0.8311603780416593
1844,0.8,0,0.2,10,1,100,0.1,1,0.5,0.831092538105735
3314,1.0,0,0.2,10,3,100,0.0,1,0.5,0.8310546869034534
3302,1.0,0,0.2,10,1,100,0.1,1,0.5,0.8309759492139678
3313,1.0,0,0.2,10,3,100,0.0,1,0.4,0.8309192522096609
1843,0.8,0,0.2,10,1,100,0.1,1,0.4,0.8307376860263884
3294,1.0,0,0.2,10,1,100,0.0,1,0.3,0.8306710736764901
3300,1.0,0,0.2,10,1,100,0.1,1,0.3,0.8300021307297019
1837,0.8,0,0.2,10,1,100,0.0,1,0.4,0.8299081113241616
3319,1.0,0,0.2,10,3,100,0.1,1,0.4,0.8295853816686926
3338,1.0,0,0.2,10,5,100,0.1,1,0.5,0.8292547703575854
1838,0.8,0,0.2,10,1,100,0.0,1,0.5,0.8289764821461386
1862,0.8,0,0.2,10,3,100,0.1,1,0.5,0.8289754991868967
1856,0.8,0,0.2,10,3,100,0.0,1,0.5,0.8289320175368422
1873,0.8,0,0.2,10,5,100,0.0,1,0.4,0.8286038334414607
1861,0.8,0,0.2,10,3,100,0.1,1,0.4,0.8286000179960817
1855,0.8,0,0.2,10,3,100,0.0,1,0.4,0.8285481781288834
386,0.6,0,0.2,10,1,100,0.1,1,0.5,0.8283705081166352
3336,1.0,0,0.2,10,5,100,0.1,1,0.3,0.8281573972049525
3318,1.0,0,0.2,10,3,100,0.1,1,0.3,0.828103731394358
3331,1.0,0,0.2,10,5,100,0.0,1,0.4,0.8276332072242607
3337,1.0,0,0.2,10,5,100,0.1,1,0.4,0.8275365723992142
380,0.6,0,0.2,10,1,100,0.0,1,0.5,0.8271401386616842
1836,0.8,0,0.2,10,1,100,0.0,1,0.3,0.8270980763268596
3307,1.0,0,0.2,10,1,100,1.0,1,0.4,0.8267968424057944
1880,0.8,0,0.2,10,5,100,0.1,1,0.5,0.8267766592127661
3312,1.0,0,0.2,10,3,100,0.0,1,0.3,0.8263058751838204
379,0.6,0,0.2,10,1,100,0.0,1,0.4,0.8260922884345006
1854,0.8,0,0.2,10,3,100,0.0,1,0.3,0.8259221858781359
416,0.6,0,0.2,10,5,100,0.0,1,0.5,0.8258844648299452
1860,0.8,0,0.2,10,3,100,0.1,1,0.3,0.8254757455353957
398,0.6,0,0.2,10,3,100,0.0,1,0.5,0.8254593181502677
1879,0.8,0,0.2,10,5,100,0.1,1,0.4,0.8250946561385488
404,0.6,0,0.2,10,3,100,0.1,1,0.5,0.8250920946291098
385,0.6,0,0.2,10,1,100,0.1,1,0.4,0.8249970019740399
397,0.6,0,0.2,10,3,100,0.0,1,0.4,0.8248229667909687
3326,1.0,0,0.2,10,3,100,1.0,1,0.5,0.8244399329414056
1878,0.8,0,0.2,10,5,100,0.1,1,0.3,0.8242954353366784
3325,1.0,0,0.2,10,3,100,1.0,1,0.4,0.8242060992020461
3308,1.0,0,0.2,10,1,100,1.0,1,0.5,0.824159218237704
1874,0.8,0,0.2,10,5,100,0.0,1,0.5,0.8238172376497708
422,0.6,0,0.2,10,5,100,0.1,1,0.5,0.8236286047825143
1868,0.8,0,0.2,10,3,100,1.0,1,0.5,0.8235106074047384
3330,1.0,0,0.2,10,5,100,0.0,1,0.3,0.8234056103464773
403,0.6,0,0.2,10,3,100,0.1,1,0.4,0.8232712009837642
3344,1.0,0,0.2,10,5,100,1.0,1,0.5,0.8230709742918624
384,0.6,0,0.2,10,1,100,0.1,1,0.3,0.8230296654248426
1872,0.8,0,0.2,10,5,100,0.0,1,0.3,0.8225771366953534
378,0.6,0,0.2,10,1,100,0.0,1,0.3,0.82219209455326
3343,1.0,0,0.2,10,5,100,1.0,1,0.4,0.8221051036778274
3306,1.0,0,0.2,10,1,100,1.0,1,0.3,0.8205458565033442
1850,0.8,0,0.2,10,1,100,1.0,1,0.5,0.820539451803546
1842,0.8,0,0.2,10,1,100,0.1,1,0.3,0.8205097751985843
402,0.6,0,0.2,10,3,100,0.1,1,0.3,0.8199289041633072
415,0.6,0,0.2,10,5,100,0.0,1,0.4,0.8196938715268398
396,0.6,0,0.2,10,3,100,0.0,1,0.3,0.8195282590199089
1886,0.8,0,0.2,10,5,100,1.0,1,0.5,0.8193708581316784
3324,1.0,0,0.2,10,3,100,1.0,1,0.3,0.8193561236298912
3299,1.0,0,0.2,10,1,100,0.0,10,0.5,0.8191307024401537
1867,0.8,0,0.2,10,3,100,1.0,1,0.4,0.8186452491670859
421,0.6,0,0.2,10,5,100,0.1,1,0.4,0.8184983958274309
1849,0.8,0,0.2,10,1,100,1.0,1,0.4,0.8181849300136635
420,0.6,0,0.2,10,5,100,0.1,1,0.3,0.8179321232928871
414,0.6,0,0.2,10,5,100,0.0,1,0.3,0.8178481548590077
3342,1.0,0,0.2,10,5,100,1.0,1,0.3,0.8178397661504878
1865,0.8,0,0.2,10,3,100,0.1,10,0.5,0.8176996326699028
1885,0.8,0,0.2,10,5,100,1.0,1,0.4,0.8172090195386288
3323,1.0,0,0.2,10,3,100,0.1,10,0.5,0.8168227376138939
3317,1.0,0,0.2,10,3,100,0.0,10,0.5,0.8167853631733349
3311,1.0,0,0.2,10,1,100,1.0,10,0.5,0.8166356022756226
1847,0.8,0,0.2,10,1,100,0.1,10,0.5,0.8164324159801645
428,0.6,0,0.2,10,5,100,1.0,1,0.5,0.8160420808538535
3316,1.0,0,0.2,10,3,100,0.0,10,0.4,0.8153361190911547
3341,1.0,0,0.2,10,5,100,0.1,10,0.5,0.8149839143182561
3304,1.0,0,0.2,10,1,100,0.1,10,0.4,0.8149613099713029
3298,1.0,0,0.2,10,1,100,0.0,10,0.4,0.8146557228030987
1841,0.8,0,0.2,10,1,100,0.0,10,0.5,0.8144404466177319
1859,0.8,0,0.2,10,3,100,0.0,10,0.5,0.814297383204539
3305,1.0,0,0.2,10,1,100,0.1,10,0.5,0.8142973022914075
3310,1.0,0,0.2,10,1,100,1.0,10,0.4,0.814294305854952
3322,1.0,0,0.2,10,3,100,0.1,10,0.4,0.8142338467747925
3329,1.0,0,0.2,10,3,100,1.0,10,0.5,0.8140683305111635
410,0.6,0,0.2,10,3,100,1.0,1,0.5,0.8140654144918548
3335,1.0,0,0.2,10,5,100,0.0,10,0.5,0.8136823299989949
1846,0.8,0,0.2,10,1,100,0.1,10,0.4,0.8136144196720935
1877,0.8,0,0.2,10,5,100,0.0,10,0.5,0.8136126819358818
1840,0.8,0,0.2,10,1,100,0.0,10,0.4,0.8132853950481295
391,0.6,0,0.2,10,1,100,1.0,1,0.4,0.8132530509394181
1848,0.8,0,0.2,10,1,100,1.0,1,0.3,0.8132242963455484
3297,1.0,0,0.2,10,1,100,0.0,10,0.3,0.8131835845630876
1866,0.8,0,0.2,10,3,100,1.0,1,0.3,0.8131560277716341
1882,0.8,0,0.2,10,5,100,0.1,10,0.4,0.8129244265397395
1876,0.8,0,0.2,10,5,100,0.0,10,0.4,0.8127797144714493
1884,0.8,0,0.2,10,5,100,1.0,1,0.3,0.8127579841325833
409,0.6,0,0.2,10,3,100,1.0,1,0.4,0.8122127388268149
392,0.6,0,0.2,10,1,100,1.0,1,0.5,0.8121156234320626
3303,1.0,0,0.2,10,1,100,0.1,10,0.3,0.8120898447491903
3346,1.0,0,0.2,10,5,100,1.0,10,0.4,0.8120577539657011
1864,0.8,0,0.2,10,3,100,0.1,10,0.4,0.8118836516302734
1858,0.8,0,0.2,10,3,100,0.0,10,0.4,0.811721281167544
3347,1.0,0,0.2,10,5,100,1.0,10,0.5,0.8116738934282296
1853,0.8,0,0.2,10,1,100,1.0,10,0.5,0.8114029259248532
427,0.6,0,0.2,10,5,100,1.0,1,0.4,0.8111479388892814
3340,1.0,0,0.2,10,5,100,0.1,10,0.4,0.8109067669299694
1883,0.8,0,0.2,10,5,100,0.1,10,0.5,0.810800830748849
3328,1.0,0,0.2,10,3,100,1.0,10,0.4,0.8105487931839693
383,0.6,0,0.2,10,1,100,0.0,10,0.5,0.8101879916395381
1889,0.8,0,0.2,10,5,100,1.0,10,0.5,0.809773295151308
1839,0.8,0,0.2,10,1,100,0.0,10,0.3,0.8095800639604995
3334,1.0,0,0.2,10,5,100,0.0,10,0.4,0.8093727227531936
1871,0.8,0,0.2,10,3,100,1.0,10,0.5,0.8093052112771559
390,0.6,0,0.2,10,1,100,1.0,1,0.3,0.8090049118988016
3315,1.0,0,0.2,10,3,100,0.0,10,0.3,0.8088743597071145
388,0.6,0,0.2,10,1,100,0.1,10,0.4,0.808784173858343
389,0.6,0,0.2,10,1,100,0.1,10,0.5,0.808354715295996
401,0.6,0,0.2,10,3,100,0.0,10,0.5,0.8083152640361513
425,0.6,0,0.2,10,5,100,0.1,10,0.5,0.8080487706339337
3321,1.0,0,0.2,10,3,100,0.1,10,0.3,0.8078923367864098
382,0.6,0,0.2,10,1,100,0.0,10,0.4,0.8076069329218722
1857,0.8,0,0.2,10,3,100,0.0,10,0.3,0.8075030220888715
407,0.6,0,0.2,10,3,100,0.1,10,0.5,0.8072842820022423
3333,1.0,0,0.2,10,5,100,0.0,10,0.3,0.8071972566404515
406,0.6,0,0.2,10,3,100,0.1,10,0.4,0.8070773644668059
1852,0.8,0,0.2,10,1,100,1.0,10,0.4,0.80706913734785
3327,1.0,0,0.2,10,3,100,1.0,10,0.3,0.8068932961158405
1845,0.8,0,0.2,10,1,100,0.1,10,0.3,0.8068547250275093
408,0.6,0,0.2,10,3,100,1.0,1,0.3,0.806460972004361
400,0.6,0,0.2,10,3,100,0.0,10,0.4,0.8062494130795347
1863,0.8,0,0.2,10,3,100,0.1,10,0.3,0.8062140721364723
3309,1.0,0,0.2,10,1,100,1.0,10,0.3,0.8061565648425848
3339,1.0,0,0.2,10,5,100,0.1,10,0.3,0.8060180306160568
1888,0.8,0,0.2,10,5,100,1.0,10,0.4,0.8059595762180185
419,0.6,0,0.2,10,5,100,0.0,10,0.5,0.8058259009673572
1870,0.8,0,0.2,10,3,100,1.0,10,0.4,0.8057172336949339
418,0.6,0,0.2,10,5,100,0.0,10,0.4,0.8052944279617625
426,0.6,0,0.2,10,5,100,1.0,1,0.3,0.8050754372855511
3345,1.0,0,0.2,10,5,100,1.0,10,0.3,0.8049366592206739
395,0.6,0,0.2,10,1,100,1.0,10,0.5,0.8047652530601932
1881,0.8,0,0.2,10,5,100,0.1,10,0.3,0.8046262311423422
413,0.6,0,0.2,10,3,100,1.0,10,0.5,0.8044804832126207
1875,0.8,0,0.2,10,5,100,0.0,10,0.3,0.8040068713083336
381,0.6,0,0.2,10,1,100,0.0,10,0.3,0.8038526879277079
424,0.6,0,0.2,10,5,100,0.1,10,0.4,0.8027550583000049
431,0.6,0,0.2,10,5,100,1.0,10,0.5,0.8025478526780461
399,0.6,0,0.2,10,3,100,0.0,10,0.3,0.8017218206068659
1887,0.8,0,0.2,10,5,100,1.0,10,0.3,0.8016222756665344
387,0.6,0,0.2,10,1,100,0.1,10,0.3,0.8015501742035169
1851,0.8,0,0.2,10,1,100,1.0,10,0.3,0.8014097103592107
394,0.6,0,0.2,10,1,100,1.0,10,0.4,0.8001466859784234
423,0.6,0,0.2,10,5,100,0.1,10,0.3,0.8001060983484912
405,0.6,0,0.2,10,3,100,0.1,10,0.3,0.7995807069366394
417,0.6,0,0.2,10,5,100,0.0,10,0.3,0.7995767494374864
412,0.6,0,0.2,10,3,100,1.0,10,0.4,0.7995763618750245
1869,0.8,0,0.2,10,3,100,1.0,10,0.3,0.7984177197461262
430,0.6,0,0.2,10,5,100,1.0,10,0.4,0.7971911019662338
411,0.6,0,0.2,10,3,100,1.0,10,0.3,0.792567549104714
393,0.6,0,0.2,10,1,100,1.0,10,0.3,0.7910586483023495
429,0.6,0,0.2,10,5,100,1.0,10,0.3,0.7891871062264478
3133,1.0,0,0.1,10,1,100,0.0,1,0.4,0.7281655063710331
3134,1.0,0,0.1,10,1,100,0.0,1,0.5,0.7281169827340497
3151,1.0,0,0.1,10,3,100,0.0,1,0.4,0.7267686563523559
3138,1.0,0,0.1,10,1,100,0.1,1,0.3,0.7263984591842161
3132,1.0,0,0.1,10,1,100,0.0,1,0.3,0.7263531161909311
3158,1.0,0,0.1,10,3,100,0.1,1,0.5,0.7260583256386475
3150,1.0,0,0.1,10,3,100,0.0,1,0.3,0.7253221679251368
3152,1.0,0,0.1,10,3,100,0.0,1,0.5,0.7252920072076553
1676,0.8,0,0.1,10,1,100,0.0,1,0.5,0.7251777653574489
1675,0.8,0,0.1,10,1,100,0.0,1,0.4,0.7248204124088883
3140,1.0,0,0.1,10,1,100,0.1,1,0.5,0.7248014040238264
223,0.6,0,0.1,10,1,100,0.1,1,0.4,0.7247877380905738
217,0.6,0,0.1,10,1,100,0.0,1,0.4,0.7245691787065185
1711,0.8,0,0.1,10,5,100,0.0,1,0.4,0.7240692612048731
1681,0.8,0,0.1,10,1,100,0.1,1,0.4,0.7240390324283087
3157,1.0,0,0.1,10,3,100,0.1,1,0.4,0.723694290214864
1718,0.8,0,0.1,10,5,100,0.1,1,0.5,0.723615329039682
3156,1.0,0,0.1,10,3,100,0.1,1,0.3,0.7235029842825769
1700,0.8,0,0.1,10,3,100,0.1,1,0.5,0.7234476156535958
3139,1.0,0,0.1,10,1,100,0.1,1,0.4,0.7233461934802741
254,0.6,0,0.1,10,5,100,0.0,1,0.5,0.7231993476456826
1674,0.8,0,0.1,10,1,100,0.0,1,0.3,0.7230607428922866
3169,1.0,0,0.1,10,5,100,0.0,1,0.4,0.72304764200618
1682,0.8,0,0.1,10,1,100,0.1,1,0.5,0.7227998012838801
1694,0.8,0,0.1,10,3,100,0.0,1,0.5,0.7227778639724637
3175,1.0,0,0.1,10,5,100,0.1,1,0.4,0.7224670886634534
1699,0.8,0,0.1,10,3,100,0.1,1,0.4,0.7223989946796056
1712,0.8,0,0.1,10,5,100,0.0,1,0.5,0.7220283424636136
218,0.6,0,0.1,10,1,100,0.0,1,0.5,0.7219624650243912
3168,1.0,0,0.1,10,5,100,0.0,1,0.3,0.721918772603632
3163,1.0,0,0.1,10,3,100,1.0,1,0.4,0.7216282964250536
3174,1.0,0,0.1,10,5,100,0.1,1,0.3,0.7215926401695156
1693,0.8,0,0.1,10,3,100,0.0,1,0.4,0.7213245121806905
242,0.6,0,0.1,10,3,100,0.1,1,0.5,0.7213210503197811
1680,0.8,0,0.1,10,1,100,0.1,1,0.3,0.7212256266774111
216,0.6,0,0.1,10,1,100,0.0,1,0.3,0.7211676024618363
3176,1.0,0,0.1,10,5,100,0.1,1,0.5,0.7211448086280514
3164,1.0,0,0.1,10,3,100,1.0,1,0.5,0.7210413859007374
235,0.6,0,0.1,10,3,100,0.0,1,0.4,0.7209687899595227
222,0.6,0,0.1,10,1,100,0.1,1,0.3,0.720924541058251
236,0.6,0,0.1,10,3,100,0.0,1,0.5,0.7206380844977416
3170,1.0,0,0.1,10,5,100,0.0,1,0.5,0.7205897133315254
3145,1.0,0,0.1,10,1,100,1.0,1,0.4,0.7205675223444972
241,0.6,0,0.1,10,3,100,0.1,1,0.4,0.7203250196200218
1716,0.8,0,0.1,10,5,100,0.1,1,0.3,0.7202876251947442
260,0.6,0,0.1,10,5,100,0.1,1,0.5,0.7201910012631015
252,0.6,0,0.1,10,5,100,0.0,1,0.3,0.7200820444316676
1717,0.8,0,0.1,10,5,100,0.1,1,0.4,0.7200488675712439
1692,0.8,0,0.1,10,3,100,0.0,1,0.3,0.7199339583520422
224,0.6,0,0.1,10,1,100,0.1,1,0.5,0.7199308577717364
1698,0.8,0,0.1,10,3,100,0.1,1,0.3,0.7195231881733491
259,0.6,0,0.1,10,5,100,0.1,1,0.4,0.7194537104144363
3181,1.0,0,0.1,10,5,100,1.0,1,0.4,0.7185526772984547
253,0.6,0,0.1,10,5,100,0.0,1,0.4,0.7184371789254224
240,0.6,0,0.1,10,3,100,0.1,1,0.3,0.7183990626139907
1706,0.8,0,0.1,10,3,100,1.0,1,0.5,0.7183275291473379
3146,1.0,0,0.1,10,1,100,1.0,1,0.5,0.7183238193746261
3144,1.0,0,0.1,10,1,100,1.0,1,0.3,0.718112306149739
1710,0.8,0,0.1,10,5,100,0.0,1,0.3,0.7179815430325713
234,0.6,0,0.1,10,3,100,0.0,1,0.3,0.717523608842871
3182,1.0,0,0.1,10,5,100,1.0,1,0.5,0.7169201124408768
3162,1.0,0,0.1,10,3,100,1.0,1,0.3,0.7165887087172362
1687,0.8,0,0.1,10,1,100,1.0,1,0.4,0.7164901681516709
1688,0.8,0,0.1,10,1,100,1.0,1,0.5,0.7146596153388356
3180,1.0,0,0.1,10,5,100,1.0,1,0.3,0.7140130727367788
1686,0.8,0,0.1,10,1,100,1.0,1,0.3,0.7136077777210259
258,0.6,0,0.1,10,5,100,0.1,1,0.3,0.71340430313513
1705,0.8,0,0.1,10,3,100,1.0,1,0.4,0.7130886035119698
1724,0.8,0,0.1,10,5,100,1.0,1,0.5,0.7126877070823445
1723,0.8,0,0.1,10,5,100,1.0,1,0.4,0.7122080535686074
248,0.6,0,0.1,10,3,100,1.0,1,0.5,0.7115377375190581
266,0.6,0,0.1,10,5,100,1.0,1,0.5,0.711363522702692
229,0.6,0,0.1,10,1,100,1.0,1,0.4,0.7113460370961209
247,0.6,0,0.1,10,3,100,1.0,1,0.4,0.7111430939644199
1704,0.8,0,0.1,10,3,100,1.0,1,0.3,0.7107489988337868
230,0.6,0,0.1,10,1,100,1.0,1,0.5,0.7105265399855677
3137,1.0,0,0.1,10,1,100,0.0,10,0.5,0.7091529553724992
265,0.6,0,0.1,10,5,100,1.0,1,0.4,0.7079767798111155
3173,1.0,0,0.1,10,5,100,0.0,10,0.5,0.7078947397543816
3155,1.0,0,0.1,10,3,100,0.0,10,0.5,0.7078210912707302
1722,0.8,0,0.1,10,5,100,1.0,1,0.3,0.707773886559143
3143,1.0,0,0.1,10,1,100,0.1,10,0.5,0.7074259856631608
3142,1.0,0,0.1,10,1,100,0.1,10,0.4,0.7065345021685605
221,0.6,0,0.1,10,1,100,0.0,10,0.5,0.7064954445217666
3161,1.0,0,0.1,10,3,100,0.1,10,0.5,0.7062370285574343
228,0.6,0,0.1,10,1,100,1.0,1,0.3,0.7061211464734247
3178,1.0,0,0.1,10,5,100,0.1,10,0.4,0.7059394400155604
3136,1.0,0,0.1,10,1,100,0.0,10,0.4,0.7059322336254937
3141,1.0,0,0.1,10,1,100,0.1,10,0.3,0.7053489057851066
